title,company,location,experience,salary,posted,skills,description,url,relevance,match_reason,status,scanned_at
Test Automation Engineer – Playwright,Leading Client,Bengaluru,5-9 Yrs,Not disclosed,5 days ago,"Automation, Java, Azure, Test Automation, Software Testing, Programming, Testing Frameworks, Test Management","Test Automation Engineer – Playwright Automation, Java, Azure, Test Automation, Software Testing, Programming, Testing Frameworks, Test Management",https://www.naukri.com/job-listings-test-automation-engineer-playwright-pradeepit-global-consulting-pvt-ltd-bengaluru-5-to-9-years-150426928934,39,"Core match: automation, java, playwright | Preferred company",pending,2026-04-21 16:56
Automation Engineer- Java Playwright,Smart Software Testing Solutions,Noida,1-3 Yrs,Not disclosed,3+ weeks ago,"automation framework, ERP, Test scripts, Test strategy, Enterprise applications, Test management, Debugging, Test execution","Automation Engineer- Java Playwright automation framework, ERP, Test scripts, Test strategy, Enterprise applications, Test management, Debugging, Test execution",https://www.naukri.com/job-listings-automation-engineer-java-playwright-opkey-noida-1-to-3-years-180326501087,39,"Core match: automation, java, playwright | Preferred company",pending,2026-04-21 16:56
"SDET - automation testing,selenium Java, Rest Assured",Clifyx Technology,Bengaluru,1-4 Yrs,Not disclosed,3+ weeks ago,"Web application testing, Service tax, Automation testing, Senior management, Analytical, Debugging, Billing, SEZ","SDET - automation testing,selenium Java, Rest Assured Web application testing, Service tax, Automation testing, Senior management, Analytical, Debugging, Billing, SEZ",https://www.naukri.com/job-listings-sdet-automation-testing-selenium-java-rest-assured-clifyx-technology-bengaluru-1-to-4-years-240725501820,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 16:56
"SDET(Java+Selenium) , API automation",Diverse Lynx,Bengaluru,5-10 Yrs,Not disclosed,3+ weeks ago,"software testing, regression testing, automation testing, cucumber, maven, manual testing, selenium webdriver, api automation","SDET(Java+Selenium) , API automation software testing, regression testing, automation testing, cucumber, maven, manual testing, selenium webdriver, api automation",https://www.naukri.com/job-listings-sdet-java-selenium-api-automation-diverse-lynx-bengaluru-5-to-10-years-280625500616,36,"Core match: selenium, automation, java, sdet | Bonus: cucumber",pending,2026-04-21 16:56
Appium Tester(Automation Test Engineer),Sonyo Management Consultants,"Bengaluru, Pune, Chennai",6-11 Yrs,15-30 Lacs PA,4 days ago,"Appium Testing, Core Java, Selenium, Bdd Cucumber, Automation Engineering, Java, Core, Cucumber","Appium Tester(Automation Test Engineer) Appium Testing, Core Java, Selenium, Bdd Cucumber, Automation Engineering, Java, Core, Cucumber",https://www.naukri.com/job-listings-appium-tester-automation-test-engineer-sonyo-management-consultants-pune-chennai-bengaluru-6-to-11-years-160426036128,36,"Core match: selenium, automation, java, bdd | Bonus: cucumber",pending,2026-04-21 16:56
Automation Test Engineer,Net2Source,"Bengaluru, Chennai",4-9 Yrs,Not disclosed,1 day ago,"Automation Testing, Java, API Testing, Selenium, Cucumber, Automation, API, Software testing","Automation Test Engineer Automation Testing, Java, API Testing, Selenium, Cucumber, Automation, API, Software testing",https://www.naukri.com/job-listings-automation-test-engineer-net2source-llp-chennai-bengaluru-4-to-9-years-200426003945,36,"Core match: selenium, automation, java, api testing | Bonus: cucumber",pending,2026-04-21 16:56
Sdet Automation Test Engineer,Srijan Spectrum,Hybrid - Gurugram,7-11 Yrs,13-19 Lacs PA,3+ weeks ago,"Java, Selenium Testing, Rest Assured, Automation Testing, Sql Testing, Ci / Cd Tools, Cd Tools, SDET","Sdet Automation Test Engineer Java, Selenium Testing, Rest Assured, Automation Testing, Sql Testing, Ci / Cd Tools, Cd Tools, SDET",https://www.naukri.com/job-listings-sdet-automation-test-engineer-srijan-spectrum-gurugram-7-to-11-years-230326032306,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 16:56
SDET,Iris Software,Gurugram,6-8 Yrs,Not disclosed,Just now,"Java, Rest Assured, Selenium, Framework Development, Automation, SDET, Rest, Framework","SDET Java, Rest Assured, Selenium, Framework Development, Automation, SDET, Rest, Framework",https://www.naukri.com/job-listings-sdet-iris-software-gurugram-6-to-8-years-120226020537,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 16:56
E-Commerce Automation Tester,Leading Client,"Hybrid - Bengaluru, Hyderabad",5-7 Yrs,Not disclosed,6 days ago,"automation, mobile test automation, bdd, test automation, order management, e commerce, retail, salesforce","E-Commerce Automation Tester automation, mobile test automation, bdd, test automation, order management, e commerce, retail, salesforce",https://www.naukri.com/job-listings-e-commerce-automation-tester-pradeepit-global-consulting-pvt-ltd-hyderabad-bengaluru-5-to-7-years-150426913201,35,"Core match: automation, bdd | Bonus: salesforce | Preferred company",pending,2026-04-21 16:56
Face To Face Drive- 18 April-SDET(Java Selenium Testing)-Chennai,Wipro,Hybrid - Chennai,7-11 Yrs,Not disclosed,6 days ago,"Java, Automation Testing, Selenium, SQL, Software testing, Drives, Automation, Selenium Testing","Face To Face Drive- 18 April-SDET(Java Selenium Testing)-Chennai Java, Automation Testing, Selenium, SQL, Software testing, Drives, Automation, Selenium Testing",https://www.naukri.com/job-listings-face-to-face-drive-18-april-sdet-java-selenium-testing-chennai-wipro-chennai-7-to-11-years-140426031533,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 16:56
Job Opening For SDET Automation Testing,HCLTech,"Hybrid - Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,1 week ago,"SDET, API Testing, Selenium, API, Software testing, Automation testing, Automation","Job Opening For SDET Automation Testing SDET, API Testing, Selenium, API, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-opening-for-sdet-automation-testing-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-020426035396,32,"Core match: selenium, automation, api testing, sdet",pending,2026-04-21 16:56
Sdet Engineer,Grid Dynamics,"Hybrid - Bengaluru, Hyderabad, Chennai",5-7 Yrs,Not disclosed,3 weeks ago,"Test Automation Framework, Selenium Webdriver, Automation Framework, Java Coding, SDET, Software testing, Coding, Selenium","Sdet Engineer Test Automation Framework, Selenium Webdriver, Automation Framework, Java Coding, SDET, Software testing, Coding, Selenium",https://www.naukri.com/job-listings-sdet-engineer-grid-dynamics-hyderabad-chennai-bengaluru-5-to-7-years-260326019229,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 16:56
SDET Automation Tester / Lead,Tata Consultancy Services,"Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,3 weeks ago,"Java, SDET Automation, Selenium, SDLC, SQL, SDET, Software testing, Automation testing","SDET Automation Tester / Lead Java, SDET Automation, Selenium, SDLC, SQL, SDET, Software testing, Automation testing",https://www.naukri.com/job-listings-sdet-automation-tester-lead-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-300326007440,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 16:56
SDET Automation Tester / Lead,Tata Consultancy Services,"Bengaluru, Pune, Hyderabad",5-10 Yrs,Not disclosed,3 weeks ago,"Java, SDET Automation, Selenium, SDLC, STLC, Automation, SDET, Automation testing","SDET Automation Tester / Lead Java, SDET Automation, Selenium, SDLC, STLC, Automation, SDET, Automation testing",https://www.naukri.com/job-listings-sdet-automation-tester-lead-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-300326002910,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 16:56
Automation Test Engineer,EY,Hybrid - Hyderabad,4-8 Yrs,Not disclosed,1 day ago,"Java, Api Automation, Automation Testing, Selenium, SQL, Rest Assured, Tosca Automation, Cucumber","Automation Test Engineer Java, Api Automation, Automation Testing, Selenium, SQL, Rest Assured, Tosca Automation, Cucumber",https://www.naukri.com/job-listings-automation-test-engineer-ey-hyderabad-4-to-8-years-170226011497,32,"Core match: selenium, automation, java | Bonus: rest assured, cucumber",pending,2026-04-21 16:56
Test Analyst (SDET) - API Automation,Hexaware Technologies,"Pune, Hyderabad, Chennai",4-9 Yrs,Not disclosed,1 day ago,"Api Automation, Rest Assured, Java, jir, Javascript, JIRA, Cucumber, SDET","Test Analyst (SDET) - API Automation Api Automation, Rest Assured, Java, jir, Javascript, JIRA, Cucumber, SDET",https://www.naukri.com/job-listings-test-analyst-sdet-api-automation-hexaware-technologies-hyderabad-pune-chennai-4-to-9-years-200426003829,32,"Core match: automation, java, sdet | Bonus: rest assured, cucumber",pending,2026-04-21 16:56
Software Development Test Engineer,Indocays,"Hybrid - Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,Today,"C#, Automation, Selenium, Python, Java, mocka, pytest, MSTest","Software Development Test Engineer C#, Automation, Selenium, Python, Java, mocka, pytest, MSTest",https://www.naukri.com/job-listings-software-development-test-engineer-indocays-hyderabad-chennai-bengaluru-5-to-10-years-210426010532,32,"Core match: selenium, automation, java, python",pending,2026-04-21 16:56
Test Engineer-Playwright,Han Digital Solution,Bengaluru,6-10 Yrs,Not disclosed,3+ weeks ago,"automation framework, Automation, Manual testing, Functional testing, Javascript, Performance testing, Agile, Security testing","Test Engineer-Playwright automation framework, Automation, Manual testing, Functional testing, Javascript, Performance testing, Agile, Security testing",https://www.naukri.com/job-listings-test-engineer-playwright-han-digital-solution-p-bengaluru-6-to-10-years-200126504296,32,"Core match: automation, java, playwright | Bonus: performance, agile",pending,2026-04-21 16:56
Playwright Automation Engineer,Experis,"Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,2 weeks ago,"Test Automation, BDD, Playwright, TypeScript, QA Automation, XPath, SDET, File Upload","Playwright Automation Engineer Test Automation, BDD, Playwright, TypeScript, QA Automation, XPath, SDET, File Upload",https://www.naukri.com/job-listings-playwright-automation-engineer-experis-hyderabad-chennai-bengaluru-5-to-10-years-260326011717,32,"Core match: automation, playwright, bdd, sdet",pending,2026-04-21 16:56
Automation Engineer( Playwright),Tata Consultancy Services,"Bengaluru, Chennai",5-10 Yrs,Not disclosed,5 days ago,"Automation, Playwright, Selenium, Api Automation, BDD, UI, TDD, UI Automation","Automation Engineer( Playwright) Automation, Playwright, Selenium, Api Automation, BDD, UI, TDD, UI Automation",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-chennai-bengaluru-5-to-10-years-240226048258,32,"Core match: selenium, automation, playwright, bdd",pending,2026-04-21 16:56
Playwright Automation Engineer,Tata Consultancy Services,Mumbai(Borivali),5-10 Yrs,Not disclosed,1 week ago,"Typescript, Javascript, Automation Testing, Playwright Automation, Python, Software testing, Automation, Automation engineering","Playwright Automation Engineer Typescript, Javascript, Automation Testing, Playwright Automation, Python, Software testing, Automation, Automation engineering",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-mumbai-5-to-10-years-080426035634,32,"Core match: automation, java, python, playwright",pending,2026-04-21 16:56
Playwright Automation Engineer,Tata Consultancy Services,"Bengaluru, Hyderabad, Chennai",6-8 Yrs,Not disclosed,3 weeks ago,"Automation Testing, Playwright Automation, Java, Selenium, Automation engineering, Software testing, Automation","Playwright Automation Engineer Automation Testing, Playwright Automation, Java, Selenium, Automation engineering, Software testing, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-hyderabad-chennai-bengaluru-6-to-8-years-190326029397,32,"Core match: selenium, automation, java, playwright",pending,2026-04-21 16:56
Automation Engineer- Playwright,Tata Consultancy Services,Bengaluru,4-8 Yrs,Not disclosed,1 week ago,"Typescript, API Testing, Javascript, Automation Testing, Playwright Automation, Software testing, API, Automation","Automation Engineer- Playwright Typescript, API Testing, Javascript, Automation Testing, Playwright Automation, Software testing, API, Automation",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-bengaluru-4-to-8-years-130426005896,32,"Core match: automation, java, playwright, api testing",pending,2026-04-21 16:56
Playwright Automation Engineer (JS\/TS),Testometer,Pune,4-8 Yrs,Not disclosed,3+ weeks ago,"python, hmi, plc, automation testing, scada, javascript, electricals, programmable logic controller","Playwright Automation Engineer (JS\/TS) python, hmi, plc, automation testing, scada, javascript, electricals, programmable logic controller",https://www.naukri.com/job-listings-playwright-automation-engineer-js-ts-testometer-pune-4-to-8-years-190226505543,32,"Core match: automation, java, python, playwright",pending,2026-04-21 16:56
Automation Engineer ( Playwright with JavaScript),Algoshack Technologies,Bengaluru,4-6 Yrs,Not disclosed,3+ weeks ago,"Framework design, Version control, GIT, Test scripts, Test execution, Javascript, Performance testing, Agile","Automation Engineer ( Playwright with JavaScript) Framework design, Version control, GIT, Test scripts, Test execution, Javascript, Performance testing, Agile",https://www.naukri.com/job-listings-automation-engineer-playwright-with-javascript-algoshack-technologies-bengaluru-4-to-6-years-180226503121,32,"Core match: automation, java, playwright | Bonus: performance, agile",pending,2026-04-21 16:56
"Quality Assurance Engineer, Alexa Global Quality",Amazon,Bengaluru,4-9 Yrs,Not disclosed,1 week ago,"Product management, Automation testing, Manual testing, Coding, Debugging, Test execution, Quality assurance engineering, Selenium","Quality Assurance Engineer, Alexa Global Quality Product management, Automation testing, Manual testing, Coding, Debugging, Test execution, Quality assurance engineering, Selenium",https://www.naukri.com/job-listings-quality-assurance-engineer-alexa-global-quality-amazon-development-centre-india-pvt-ltd-bengaluru-4-to-9-years-090426503373,31,"Core match: selenium, automation | Preferred company",pending,2026-04-21 16:56
Lead Automation Tester,Leading Client,Bengaluru,8-13 Yrs,Not disclosed,6 days ago,"automation, css, python, sap, test automation, software design, cms, it consulting","Lead Automation Tester automation, css, python, sap, test automation, software design, cms, it consulting",https://www.naukri.com/job-listings-lead-automation-tester-pradeepit-global-consulting-pvt-ltd-bengaluru-8-to-13-years-150426919004,31,"Core match: automation, python | Preferred company",pending,2026-04-21 16:56
Walk-in || SDET Engineer - 5+ years experience,Wipro,,,11-13 Lacs PA,Few hours ago,"Manual And Automation Testing, Java, OOPS, SDET, Devops, Manual testing, Software testing, Manual","Walk-in || SDET Engineer - 5+ years experience Manual And Automation Testing, Java, OOPS, SDET, Devops, Manual testing, Software testing, Manual",https://www.naukri.com/job-listings-sdet-engineer-5-years-experience-experis-bengaluru-5-to-7-years-230226014826,28,"Core match: automation, java, sdet | Bonus: devops",pending,2026-04-21 16:56
Automation Test Engineer,Mindstech,Kolkata,6-10 Yrs,Not disclosed,1 day ago,"Ci Cd Pipeline, Automation Testing, Selenium, Software Development Life Cycle, Java, Bug Life Cycle, Software Testing Life Cycle, Agile","Automation Test Engineer Ci Cd Pipeline, Automation Testing, Selenium, Software Development Life Cycle, Java, Bug Life Cycle, Software Testing Life Cycle, Agile",https://www.naukri.com/job-listings-automation-test-engineer-mindstech-kolkata-6-to-10-years-200426003238,28,"Core match: selenium, automation, java | Bonus: agile",pending,2026-04-21 16:56
Test Automation Engineer,Accenture,Bengaluru,2-7 Yrs,Not disclosed,5 days ago,"automation, continuous integration, python, test automation, performance testing, deployment tools, programming languages, java","Test Automation Engineer automation, continuous integration, python, test automation, performance testing, deployment tools, programming languages, java",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-150426928752,28,"Core match: automation, java, python | Bonus: performance",pending,2026-04-21 16:56
Automation Test Engineer,Atos,Hybrid - Bengaluru,6-9 Yrs,Not disclosed,6 days ago,"Api Automation, Alm, Rest Assured, Servicenow, Java Selenium, API, Rest, Java","Automation Test Engineer Api Automation, Alm, Rest Assured, Servicenow, Java Selenium, API, Rest, Java",https://www.naukri.com/job-listings-automation-test-engineer-atos-bengaluru-6-to-9-years-140426927927,28,"Core match: selenium, automation, java | Bonus: rest assured",pending,2026-04-21 16:56
Principal QA Architect,KR Mroads India,Hyderabad,11-16 Yrs,Not disclosed,5 days ago,"software testing, regression testing, automation testing, cucumber, manual testing, selenium webdriver, database testing, java","Principal QA Architect software testing, regression testing, automation testing, cucumber, manual testing, selenium webdriver, database testing, java",https://www.naukri.com/job-listings-principal-qa-architect-mroads-hyderabad-11-to-16-years-160426501140,28,"Core match: selenium, automation, java | Bonus: cucumber",pending,2026-04-21 16:56
Walk-in || Playwright Automation Engineer-5+ years,Wipro,,,12-15 Lacs PA,Few hours ago,"Agile Methodology, Playwright, Automation Engineering, SDLC, Playwright Automation, Javascript, Automation, Engineering","Walk-in || Playwright Automation Engineer-5+ years Agile Methodology, Playwright, Automation Engineering, SDLC, Playwright Automation, Javascript, Automation, Engineering",https://www.naukri.com/job-listings-playwright-automation-engineer-5-years-experis-bengaluru-5-to-10-years-230226014157,28,"Core match: automation, java, playwright | Bonus: agile",pending,2026-04-21 16:56
"SQA Automation Engineer-Playwright,BrowserStack,JavaScript/TypeScript",Algoshack Technologies,"Bengaluru, Hyderabad",6-11 Yrs,Not disclosed,3+ weeks ago,"Automation, SQA, DOM, Web technologies, Testing tools, Javascript, Agile, Continuous improvement","SQA Automation Engineer-Playwright,BrowserStack,JavaScript/TypeScript Automation, SQA, DOM, Web technologies, Testing tools, Javascript, Agile, Continuous improvement",https://www.naukri.com/job-listings-sqa-automation-engineer-playwright-browserstack-javascript-typescript-algoshack-technologies-hyderabad-bengaluru-6-to-11-years-091225502726,28,"Core match: automation, java, playwright | Bonus: agile",pending,2026-04-21 16:56
Lead Salesforce QA Automation,Boeing,Bengaluru,11-16 Yrs,Not disclosed,6 days ago,"salesforce, rest, regression testing, manual testing, ai, service cloud, apex, qa","Lead Salesforce QA Automation salesforce, rest, regression testing, manual testing, ai, service cloud, apex, qa",https://www.naukri.com/job-listings-lead-salesforce-qa-automation-boeing-india-private-limited-limited-bengaluru-11-to-16-years-150426921366,27,Core match: automation | Bonus: salesforce | Preferred company,pending,2026-04-21 16:56
Walk-in || SDET Automation Tester / Lead -WALK-IN Drive in Hyderabad,Tata Consultancy Services,,,Not disclosed,2 days ago,"SDET Automation, katalon, Selenium, SDLC, STLC, Parasoft, Software testing, SDET","Walk-in || SDET Automation Tester / Lead -WALK-IN Drive in Hyderabad SDET Automation, katalon, Selenium, SDLC, STLC, Parasoft, Software testing, SDET",https://www.naukri.com/job-listings-sdet-automation-tester-lead-walk-in-drive-in-hyderabad-tata-consultancy-services-hyderabad-5-to-10-years-190426002617,24,"Core match: selenium, automation, sdet",pending,2026-04-21 16:56
Automation Test Engineer,CONFIDENTIAL,"Hybrid - Bengaluru, Hyderabad, Chennai",3-8 Yrs,7-17 Lacs PA,Today,"Java Selenium, Java, Bug Tracking Tool, Programming, Database Testing, Version Control, Automation Framework Development, Mobile Automation Testing","Automation Test Engineer Java Selenium, Java, Bug Tracking Tool, Programming, Database Testing, Version Control, Automation Framework Development, Mobile Automation Testing",https://www.naukri.com/job-listings-automation-test-engineer-integel-institute-of-technology-tamil-nadu-hyderabad-chennai-bengaluru-3-to-8-years-210426000071,24,"Core match: selenium, automation, java",pending,2026-04-21 16:56
Ai Test Automation Engineer,IBM,Bengaluru,2-5 Yrs,Not disclosed,Today,"ai, rest, python, bdd, data analytics, data analysis, data management, test automation","Ai Test Automation Engineer ai, rest, python, bdd, data analytics, data analysis, data management, test automation",https://www.naukri.com/job-listings-ai-test-automation-engineer-ibm-india-pvt-limited-bengaluru-2-to-5-years-210426911930,24,"Core match: automation, python, bdd",pending,2026-04-21 16:56
Automation Test Engineer,Black and white Business Solution,"Hybrid - Bengaluru, Pune, Hyderabad",4-6 Yrs,10-12 Lacs PA,1 day ago,"Java, Cobol, Selenium, Software testing, Automation testing, Automation","Automation Test Engineer Java, Cobol, Selenium, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-automation-test-engineer-black-and-white-business-solutions-hyderabad-pune-bengaluru-4-to-6-years-200426001488,24,"Core match: selenium, automation, java",pending,2026-04-21 16:56
Automation Test Engineer,Wissen Technology,Bengaluru,5-7 Yrs,Not disclosed,6 days ago,"automation framework, continuous integration, ci/cd, test execution, api automation, automation, java, git","Automation Test Engineer automation framework, continuous integration, ci/cd, test execution, api automation, automation, java, git",https://www.naukri.com/job-listings-automation-test-engineer-wissen-technology-pvt-ltd-bengaluru-5-to-7-years-150426010408,24,"Core match: automation, java, ci/cd",pending,2026-04-21 16:56
Automation Test Engineer,Clifyx Technology,Bengaluru,5-7 Yrs,Not disclosed,1 day ago,"Computer science, Coding, Billing, Agile, Scrum, Selenium, Test cases, SDLC","Automation Test Engineer Computer science, Coding, Billing, Agile, Scrum, Selenium, Test cases, SDLC",https://www.naukri.com/job-listings-automation-test-engineer-clifyx-technology-bengaluru-5-to-7-years-200426504238,24,"Core match: selenium, automation | Bonus: agile, scrum",pending,2026-04-21 16:56
Walk-in || Tcs Direct Walkin || Automation Test Engineer|| Ahmedabad,Tata Consultancy Services,,,Not disclosed,1 day ago,"Automation Testing, Java Selenium, Selenium, Software testing, TCAE, Automation, Java, Direct","Walk-in || Tcs Direct Walkin || Automation Test Engineer|| Ahmedabad Automation Testing, Java Selenium, Selenium, Software testing, TCAE, Automation, Java, Direct",https://www.naukri.com/job-listings-tcs-direct-walkin-automation-test-engineer-ahmedabad-tata-consultancy-services-ahmedabad-4-to-9-years-200426022299,24,"Core match: selenium, automation, java",pending,2026-04-21 16:56
Automation Test Engineer,Acro Hr Solutions,Noida,3-5 Yrs,Not disclosed,1 day ago,"Java, Selenium Testing, Automation Testing, Testing Frameworks, Framework, Software testing, Automation, Selenium","Automation Test Engineer Java, Selenium Testing, Automation Testing, Testing Frameworks, Framework, Software testing, Automation, Selenium",https://www.naukri.com/job-listings-automation-test-engineer-acro-hr-solutions-noida-3-to-5-years-200426015259,24,"Core match: selenium, automation, java",pending,2026-04-21 16:56
SDET Automation Test Engineer,Planview,Bengaluru,6-8 Yrs,Not disclosed,4 days ago,"C#, Playwright, .Net, SDET, Software testing, Automation, Automation testing","SDET Automation Test Engineer C#, Playwright, .Net, SDET, Software testing, Automation, Automation testing",https://www.naukri.com/job-listings-sdet-automation-test-engineer-planview-bengaluru-6-to-8-years-170426012288,24,"Core match: automation, playwright, sdet",pending,2026-04-21 16:56
SDET Automation Testing- Virtual drive,Tata Consultancy Services,"Bengaluru, Hyderabad",3-7 Yrs,Not disclosed,1 day ago,"Selenium, Manual Testing, SDET Automation Testing, SDLC, STLC, SDET, Manual, Automation testing","SDET Automation Testing- Virtual drive Selenium, Manual Testing, SDET Automation Testing, SDLC, STLC, SDET, Manual, Automation testing",https://www.naukri.com/job-listings-sdet-automation-testing-virtual-drive-tata-consultancy-services-hyderabad-bengaluru-3-to-7-years-200426000886,24,"Core match: selenium, automation, sdet",pending,2026-04-21 16:56
QA Lead Automation & Quality Engineering,Float Group,Hyderabad,6-11 Yrs,Not disclosed,3+ weeks ago,"Automation, Architecture, Coding, Performance testing, Agile, Healthcare, Selenium, Apache","QA Lead Automation & Quality Engineering Automation, Architecture, Coding, Performance testing, Agile, Healthcare, Selenium, Apache",https://www.naukri.com/job-listings-qa-lead-automation-quality-engineering-float-group-hyderabad-6-to-11-years-260226503843,24,"Core match: selenium, automation | Bonus: performance, agile",pending,2026-04-21 16:56
Automation Engineer (JavaScript / Playwright),Akkodis,Gurugram,6-11 Yrs,Not disclosed,3 weeks ago,"Api Automation, Javascript, Ui Automation, Playwright Automation, API, Automation engineering, UI, Automation","Automation Engineer (JavaScript / Playwright) Api Automation, Javascript, Ui Automation, Playwright Automation, API, Automation engineering, UI, Automation",https://www.naukri.com/job-listings-automation-engineer-javascript-playwright-akkodis-gurugram-6-to-11-years-250326014860,24,"Core match: automation, java, playwright",pending,2026-04-21 16:56
Automation Engineer - Playwright,Rarr Technologies,Bengaluru,6-9 Yrs,Not disclosed,3+ weeks ago,"github, GIT, Test scripts, Debugging, Test execution, Javascript, ui automation, Troubleshooting","Automation Engineer - Playwright github, GIT, Test scripts, Debugging, Test execution, Javascript, ui automation, Troubleshooting",https://www.naukri.com/job-listings-automation-engineer-playwright-rarr-technologies-bengaluru-6-to-9-years-121225501596,24,"Core match: automation, java, playwright",pending,2026-04-21 16:56
Automation Engineer- Playwright,Tata Consultancy Services,"Kolkata, Pune, Bhubaneswar",6-10 Yrs,Not disclosed,3+ weeks ago,"Typescript, Playwright, Javascript, Automation Testing, Software testing, Automation, Automation engineering","Automation Engineer- Playwright Typescript, Playwright, Javascript, Automation Testing, Software testing, Automation, Automation engineering",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-bhubaneswar-kolkata-pune-6-to-10-years-170326008824,24,"Core match: automation, java, playwright",pending,2026-04-21 16:56
Automation Playwright engineer,Grid Dynamics,Hyderabad,5-10 Yrs,Not disclosed,1 week ago,"Automation, Automation testing, Front end, GCP, e2e testing, Cloud, Selenium, Medical insurance","Automation Playwright engineer Automation, Automation testing, Front end, GCP, e2e testing, Cloud, Selenium, Medical insurance",https://www.naukri.com/job-listings-automation-playwright-engineer-grid-dynamics-hyderabad-5-to-10-years-090426501909,24,"Core match: selenium, automation, playwright",pending,2026-04-21 16:56
Automation Engineer,Mobifly,"Delhi / NCR, Gurugram",4-7 Yrs,6.5-16.5 Lacs PA,1 week ago,"Playwright Automation, Automation, Automation Testing, Automation Engineering, Python, Engineering, Software testing","Automation Engineer Playwright Automation, Automation, Automation Testing, Automation Engineering, Python, Engineering, Software testing",https://www.naukri.com/job-listings-automation-engineer-mobifly-gurugram-delhi-ncr-4-to-7-years-140426023100,24,"Core match: automation, python, playwright",pending,2026-04-21 16:56
Test Automation Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,1 day ago,"automation, continuous integration, python, software development, test automation, automation testing, investment banking, accounting","Test Automation Engineer automation, continuous integration, python, software development, test automation, automation testing, investment banking, accounting",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-200426905361,20,"Core match: automation, python | Bonus: banking",pending,2026-04-21 16:56
Quality Assurance Engineer,apexanalytix,Gurugram,4-5 Yrs,Not disclosed,3+ weeks ago,"Automation, Manual testing, Manager Quality Assurance, Performance testing, Windows, Selenium, Information technology, SDLC","Quality Assurance Engineer Automation, Manual testing, Manager Quality Assurance, Performance testing, Windows, Selenium, Information technology, SDLC",https://www.naukri.com/job-listings-quality-assurance-engineer-apexanalytix-gurugram-4-to-5-years-010825506150,20,"Core match: selenium, automation | Bonus: performance",pending,2026-04-21 16:56
Automation Tester,IBS Software Services,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-8 Yrs,Not disclosed,3+ weeks ago,"automation framework, Web services, Test scripts, Analytical, Debugging, Agile, Selenium, Continuous improvement","Automation Tester automation framework, Web services, Test scripts, Analytical, Debugging, Agile, Selenium, Continuous improvement",https://www.naukri.com/job-listings-automation-tester-ibs-software-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-8-years-090824501304,20,"Core match: selenium, automation | Bonus: agile",pending,2026-04-21 16:56
QA Automation Lead,Persistent,Pune,8-11 Yrs,Not disclosed,3 weeks ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-pune-8-to-11-years-161024023081,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 16:56
QA Automation Lead,Persistent,Hyderabad,8-11 Yrs,Not disclosed,1 week ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-hyderabad-8-to-11-years-171024011724,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 16:56
